N,P,K,temperature,humidity,ph,rainfall,label
90,69,121,31.44,26.77,8.89,153.88,pomegranate
138,47,65,36.2,85.24,5.31,165.46,pomegranate
9,50,105,10.02,48.55,7.19,42.2,pomegranate
88,21,46,38.36,32.83,5.14,122.15,banana
98,111,95,21.0,73.7,9.62,225.93,banana
118,90,166,36.12,71.29,9.73,164.81,banana
107,119,155,9.47,75.21,7.24,216.2,banana
102,54,150,38.47,70.88,5.2,248.16,banana
22,29,9,38.72,59.35,5.69,158.66,banana
22,88,92,30.36,48.83,8.99,97.47,banana
135,117,125,40.95,23.4,6.27,77.53,banana
97,61,185,36.85,21.29,7.43,60.13,banana
101,88,189,26.62,32.1,9.62,132.95,banana
132,118,169,29.28,29.3,7.94,212.3,banana
33,72,189,24.68,15.62,4.3,257.78,banana
22,31,183,9.41,83.41,4.81,203.62,banana
99,33,145,20.19,73.48,4.76,33.01,banana
52,11,135,12.78,24.51,3.74,252.19,banana
57,33,148,22.85,96.28,7.71,203.85,banana
74,14,27,34.24,49.28,3.91,138.3,banana
97,133,65,30.81,41.57,9.0,128.51,banana
60,143,192,30.91,96.12,7.76,50.43,banana
86,92,176,18.22,38.39,4.97,258.0,banana
84,35,130,15.68,54.41,8.49,26.61,banana
41,63,46,41.04,76.54,9.36,82.47,banana
10,81,72,26.23,89.45,4.61,296.66,banana
41,125,124,41.83,72.27,6.76,60.7,banana
43,25,157,29.6,42.67,5.44,194.83,banana
25,83,51,19.81,59.61,7.11,154.5,banana
3,36,97,38.52,45.36,9.28,163.68,banana
35,118,95,35.14,95.82,3.63,195.45,banana
126,101,33,27.46,57.34,3.62,264.5,banana
65,120,202,35.14,64.67,8.55,82.88,banana
45,114,104,30.85,51.42,5.57,152.31,banana
12,31,204,25.1,55.29,5.94,53.65,banana
47,41,44,39.45,80.97,6.58,297.88,banana
77,25,153,13.9,67.52,4.98,22.0,banana
1,17,153,12.07,20.46,8.76,109.68,banana
11,130,172,13.81,61.59,4.9,47.91,banana
98,22,189,19.52,77.3,8.86,63.26,banana
7,87,58,34.99,80.85,9.48,59.84,banana
106,71,5,16.87,19.81,5.74,218.18,banana
11,125,150,22.93,78.44,7.22,96.35,banana
109,50,162,42.54,63.52,5.93,21.87,banana
139,77,175,27.84,52.17,8.61,109.55,banana
68,132,26,42.4,95.56,9.64,172.79,banana
106,48,170,22.27,92.2,7.62,57.67,banana
92,27,43,13.3,15.43,4.95,73.23,banana
13,74,29,20.4,51.37,5.59,125.74,banana
34,71,190,21.41,89.48,4.43,271.79,banana
35,56,167,42.18,91.79,8.12,132.21,banana
72,104,158,33.72,64.43,4.27,250.83,banana
90,81,171,9.91,26.46,5.6,229.97,banana
105,48,158,14.87,49.84,9.68,138.13,banana
94,111,44,40.37,87.27,4.72,233.81,banana
129,114,132,43.54,49.72,7.15,296.27,banana
91,66,42,34.08,28.48,7.37,254.98,banana
74,64,85,11.46,40.86,8.53,266.37,banana
86,133,50,25.24,25.84,5.34,86.3,banana
60,16,80,15.81,23.37,5.25,263.93,banana
36,32,157,32.84,94.54,9.1,285.16,banana
79,127,84,10.19,98.99,6.48,70.33,banana
131,114,193,35.43,64.74,9.43,100.66,banana
5,98,129,28.91,49.91,5.24,265.77,banana
103,120,175,20.71,21.33,5.43,206.72,banana
99,63,152,9.29,95.61,4.48,290.87,banana
17,96,108,28.83,97.3,3.89,135.69,banana
44,82,190,32.12,47.18,5.19,71.68,banana
125,133,30,24.49,90.38,4.25,136.25,banana
122,72,18,38.68,93.13,3.75,172.41,banana
70,95,151,30.17,37.11,6.64,49.21,banana
15,74,20,30.86,84.74,3.97,122.3,banana
51,112,6,33.33,63.4,4.48,246.32,banana
49,31,48,10.3,59.46,6.52,178.62,banana
116,102,138,32.3,34.32,8.51,227.8,banana
80,55,121,14.96,59.13,6.27,27.02,banana
114,124,163,22.61,62.19,4.7,186.6,banana
96,75,118,12.49,45.54,7.52,285.09,banana
129,145,174,9.69,43.13,9.66,69.66,banana
115,36,81,27.09,93.12,7.79,123.34,banana
44,144,26,25.4,91.29,8.6,278.51,banana
72,25,19,33.36,73.2,3.89,100.44,banana
123,43,9,23.2,54.33,7.99,209.1,banana
46,7,195,30.88,73.93,9.39,122.42,banana
111,12,178,33.63,87.57,9.13,28.84,banana
89,94,130,19.58,24.52,9.22,125.13,banana
9,39,64,23.82,65.85,5.8,227.76,banana
133,128,64,9.86,45.12,6.57,236.93,banana
105,42,92,19.64,30.76,7.66,139.13,banana
113,142,16,38.84,23.38,8.2,72.44,banana
93,38,53,42.15,66.38,9.33,63.38,banana
96,76,174,27.23,73.43,8.85,139.65,banana
131,57,27,38.08,62.28,8.44,187.09,banana
70,140,107,10.93,37.78,4.09,141.11,banana
91,86,37,22.45,79.34,4.44,187.84,banana
79,132,77,37.88,31.76,5.37,246.77,banana
140,34,180,11.93,53.46,6.29,44.39,banana
10,136,9,38.95,67.15,8.54,164.45,banana
79,110,179,24.84,80.85,4.78,296.15,banana
125,54,144,35.17,76.18,5.18,50.38,banana
94,76,78,20.97,98.27,3.77,104.22,banana
65,25,141,12.45,71.47,7.81,160.19,banana
5,137,140,14.62,31.61,4.92,62.08,banana
32,103,86,23.48,39.87,9.46,84.97,mango
48,62,154,10.65,95.7,4.67,77.03,mango
130,5,163,19.65,48.34,3.69,28.02,mango
36,71,132,17.93,64.59,5.99,260.38,mango
71,115,176,29.35,94.94,5.14,226.98,mango
89,132,119,18.35,64.56,3.71,294.42,mango
44,19,11,18.42,18.26,9.06,140.8,mango
25,76,56,12.32,81.97,8.32,234.01,mango
15,132,140,38.61,15.07,6.6,222.53,mango
121,56,112,43.0,77.61,7.42,239.61,mango
93,84,124,35.64,34.94,8.19,230.8,mango
129,7,199,40.26,71.41,9.4,68.26,mango
57,28,153,12.42,31.81,6.57,79.96,mango
41,41,20,18.19,70.39,6.91,52.19,mango
82,82,142,35.84,94.19,6.93,20.57,mango
117,142,144,19.68,83.87,6.01,22.09,mango
80,137,104,41.18,60.39,7.92,76.16,mango
115,68,159,38.93,78.37,3.72,177.08,mango
106,118,160,23.57,77.75,6.15,292.86,mango
39,52,102,14.31,32.04,8.23,142.01,mango
68,60,155,28.89,86.03,4.71,55.81,mango
116,66,191,19.76,68.26,8.42,34.22,mango
7,59,132,43.08,47.62,8.39,157.72,mango
40,70,80,19.1,56.95,4.96,257.46,mango
4,100,193,39.19,28.33,7.93,147.88,mango
101,58,185,35.52,40.35,3.79,63.79,mango
47,97,19,12.08,21.97,6.93,156.22,mango
40,139,27,18.6,25.93,8.45,54.3,mango
31,32,198,38.44,48.92,4.0,234.94,mango
79,63,119,29.93,70.44,8.39,266.89,mango
31,83,125,29.73,55.65,8.39,182.86,mango
115,132,100,20.67,62.75,6.9,235.71,mango
98,23,129,39.83,34.65,4.08,141.66,mango
10,36,92,13.73,84.16,5.16,257.89,mango
10,40,44,41.58,16.06,9.47,92.39,mango
133,143,63,29.86,18.86,5.48,30.99,mango
94,8,79,12.22,57.55,5.01,144.16,mango
77,91,37,19.7,23.69,5.22,196.72,mango
136,16,37,23.65,98.53,4.79,120.21,mango
24,29,166,13.91,82.99,8.95,139.46,mango
43,45,192,12.68,92.67,6.37,148.89,mango
13,61,190,33.62,91.96,8.95,233.07,mango
36,27,67,20.67,19.02,5.81,138.04,mango
123,18,15,14.91,62.88,5.53,268.84,mango
75,51,34,35.98,67.18,5.12,125.69,mango
14,19,38,26.03,79.59,7.07,81.39,mango
69,50,150,36.35,49.34,6.61,294.8,mango
45,109,99,34.89,27.03,4.69,273.58,mango
62,98,171,9.89,39.23,5.27,189.8,mango
9,16,113,10.35,65.88,8.16,173.08,mango
67,100,106,39.57,92.36,5.15,39.17,mango
126,30,171,17.67,90.29,8.71,84.37,mango
75,34,103,16.74,26.59,5.86,211.67,mango
23,127,195,20.99,36.38,6.24,115.71,mango
75,120,25,18.42,37.53,3.73,149.91,mango
11,15,48,11.11,73.15,6.92,216.93,mango
140,115,199,13.39,62.53,5.02,80.93,mango
114,8,88,13.32,74.0,4.2,172.51,mango
26,123,90,26.14,44.95,5.01,260.64,mango
21,121,79,9.4,27.14,8.89,41.26,mango
94,68,120,13.18,70.05,9.8,216.3,mango
81,62,45,35.67,93.61,7.31,286.92,mango
44,113,146,20.05,14.54,5.65,61.22,mango
113,58,46,15.39,58.38,8.88,158.42,mango
122,78,196,40.6,68.49,7.35,62.26,mango
117,117,152,34.14,60.27,9.83,239.9,mango
81,66,28,10.39,74.8,8.07,210.11,mango
137,85,160,38.58,90.72,3.55,96.27,mango
71,9,87,41.86,72.29,6.21,42.52,mango
46,20,173,10.78,91.67,6.23,242.79,mango
94,39,9,20.08,63.92,4.79,254.21,mango
136,64,134,19.77,48.45,8.67,281.18,mango
18,112,14,19.0,82.7,9.18,89.07,mango
47,133,57,21.4,97.5,6.59,216.84,mango
91,42,87,42.18,31.08,3.75,34.55,mango
34,142,128,16.31,46.57,6.08,113.29,mango
99,113,170,17.27,19.58,3.86,139.03,mango
89,32,189,24.47,58.19,3.6,292.83,mango
0,25,165,27.01,42.31,5.9,245.99,mango
17,35,88,43.2,19.3,9.16,184.15,mango
28,15,49,14.62,80.33,5.87,228.48,mango
56,69,98,32.92,81.49,5.65,123.99,mango
130,80,16,12.98,69.35,5.27,89.38,mango
104,53,123,9.35,61.69,9.55,64.22,mango
114,54,155,41.39,78.59,4.6,68.0,mango
51,131,169,31.6,25.35,5.8,259.39,mango
0,95,189,22.96,36.11,8.28,144.33,mango
24,98,68,36.53,92.18,4.26,50.44,mango
126,140,152,14.38,75.38,8.7,113.05,mango
90,17,91,37.55,51.74,5.84,172.37,mango
119,118,24,25.73,73.4,6.35,52.45,mango
18,50,9,12.95,59.58,9.1,193.9,mango
99,61,183,32.54,49.56,6.85,224.98,mango
91,34,110,20.27,34.79,6.3,212.82,mango
2,89,32,37.62,37.26,6.52,191.61,mango
76,47,60,20.25,91.59,9.62,220.25,mango
94,8,175,39.91,38.9,6.68,200.18,mango
1,44,94,23.22,88.45,4.25,162.21,mango
99,71,182,12.08,84.84,5.14,291.99,mango
122,91,184,27.76,25.87,5.74,72.85,mango
109,105,191,25.6,71.88,6.14,235.32,grapes
9,91,169,25.27,78.54,9.59,204.4,grapes
138,73,68,32.7,75.38,5.47,96.49,grapes
65,113,81,29.92,14.8,9.18,291.06,grapes
0,116,137,15.13,41.79,5.62,113.36,grapes
97,38,176,18.85,46.2,7.6,227.61,grapes
63,88,124,12.26,74.8,4.55,207.11,grapes
20,65,87,39.21,98.18,8.77,93.28,grapes
40,8,37,22.43,76.62,5.57,69.8,grapes
41,115,189,35.65,87.59,9.09,97.3,grapes
7,5,49,39.13,27.6,5.76,179.28,grapes
75,37,154,33.28,41.58,4.1,182.03,grapes
134,47,102,36.32,33.74,5.85,178.23,grapes
6,76,143,29.42,26.58,7.94,246.03,grapes
133,127,170,29.67,66.54,5.16,130.82,grapes
37,98,198,32.5,36.04,7.7,60.43,grapes
89,93,15,10.06,75.68,4.18,289.01,grapes
64,117,91,14.61,59.86,4.96,264.81,grapes
101,130,179,39.44,36.35,8.84,157.23,grapes
14,136,35,20.01,54.02,3.7,56.77,grapes
109,114,150,28.66,27.87,8.76,230.35,grapes
134,114,90,9.94,64.14,9.18,57.37,grapes
10,40,93,22.82,23.33,4.51,167.5,grapes
139,89,57,14.29,18.28,8.17,271.61,grapes
52,57,165,20.29,40.31,7.34,274.28,grapes
77,37,11,26.38,30.11,3.75,168.43,grapes
22,81,146,32.13,63.54,9.74,43.67,grapes
70,27,199,17.86,75.52,6.19,291.41,grapes
6,80,176,13.32,88.87,6.84,145.66,grapes
58,129,200,25.84,95.39,8.7,288.64,grapes
104,143,114,14.12,47.94,3.68,294.79,grapes
38,89,88,16.23,99.16,6.64,100.74,grapes
52,115,104,27.05,17.85,6.28,243.45,grapes
64,103,121,34.84,28.9,9.55,243.23,grapes
104,57,131,27.36,44.81,7.09,67.54,grapes
63,83,124,18.97,42.07,8.19,259.71,grapes
127,66,102,31.78,69.28,6.88,250.88,grapes
112,74,149,19.28,22.35,7.95,67.39,grapes
16,108,159,11.5,66.51,6.95,203.19,grapes
131,111,115,35.13,38.42,7.64,279.72,grapes
56,104,36,31.55,32.17,4.41,51.11,grapes
110,19,72,29.36,39.23,6.6,229.66,grapes
100,98,116,19.74,26.98,8.79,277.3,grapes
5,71,116,20.37,15.69,8.81,33.58,grapes
13,86,127,39.18,54.85,8.88,289.61,grapes
130,93,160,33.07,51.57,4.68,87.82,grapes
19,39,183,12.87,20.8,8.19,94.07,grapes
25,136,50,30.94,34.46,6.63,184.51,grapes
64,132,109,35.72,34.67,5.39,90.56,grapes
45,52,199,29.6,22.84,8.87,159.56,grapes
82,38,196,19.43,75.73,7.22,178.55,grapes
127,128,71,40.8,42.29,4.79,91.01,grapes
57,143,167,34.38,86.92,3.89,39.85,grapes
4,8,189,18.99,85.13,8.38,229.64,grapes
50,109,103,22.65,69.24,7.64,133.19,grapes
79,76,22,40.88,38.86,5.09,130.87,grapes
53,48,162,29.67,71.67,8.47,160.56,grapes
30,69,59,13.71,57.4,5.19,283.72,grapes
120,118,106,19.4,73.87,5.68,269.06,grapes
80,110,37,30.25,20.07,7.76,72.39,grapes
28,82,201,32.92,28.5,7.29,191.99,grapes
103,78,131,16.67,51.23,7.58,136.56,grapes
18,68,174,43.38,73.68,4.79,157.94,grapes
2,62,205,23.56,23.78,5.06,296.27,grapes
135,140,61,13.18,28.09,4.24,270.7,grapes
127,143,44,38.6,32.57,5.96,186.3,grapes
131,119,101,27.13,77.89,4.29,233.14,grapes
137,51,160,24.82,91.96,7.1,274.66,grapes
100,81,96,15.33,84.8,4.74,269.79,grapes
44,99,136,13.72,44.65,6.39,29.45,grapes
11,126,205,31.47,48.09,3.59,23.74,grapes
69,16,125,30.75,24.62,6.92,173.24,grapes
97,53,115,25.18,40.65,6.75,144.88,grapes
29,101,141,32.52,81.33,4.4,31.45,grapes
25,34,14,10.64,31.8,7.04,190.48,grapes
97,48,99,43.13,85.99,7.77,69.71,grapes
76,52,55,22.29,83.0,7.03,142.17,grapes
109,100,5,41.28,41.11,5.87,83.17,grapes
56,137,44,24.47,86.06,7.14,67.93,grapes
57,9,27,9.49,71.5,6.77,281.43,grapes
46,111,170,38.15,26.46,9.87,104.6,grapes
56,40,146,31.11,57.69,4.04,200.78,grapes
11,103,42,17.88,87.61,9.83,206.7,grapes
16,106,146,39.44,58.71,9.25,166.4,grapes
121,55,83,36.53,49.97,9.56,248.5,grapes
105,65,100,31.07,17.24,3.71,62.68,grapes
47,79,168,11.92,58.76,6.85,108.91,grapes
98,80,24,14.09,48.33,4.27,274.72,grapes
82,36,183,33.8,99.23,7.14,285.84,grapes
51,123,46,9.25,18.86,5.61,52.61,grapes
72,128,63,24.6,77.08,4.45,130.08,grapes
29,18,166,25.76,79.07,7.97,270.73,grapes
20,120,191,41.98,63.84,3.84,192.27,grapes
46,99,121,15.4,22.5,6.34,46.93,grapes
41,88,175,37.24,22.44,5.57,274.06,grapes
28,75,36,25.3,92.38,3.6,148.27,grapes
31,98,60,16.8,78.91,9.86,260.41,grapes
13,106,179,34.04,68.64,7.71,234.17,grapes
127,82,115,27.89,30.65,9.05,26.81,grapes
73,122,44,11.99,62.66,5.19,95.79,grapes
43,92,164,19.44,52.1,4.49,25.26,watermelon
98,6,125,14.4,41.96,6.28,73.75,watermelon
31,30,37,34.33,68.96,9.45,285.9,watermelon
93,11,26,17.04,59.8,7.54,62.91,watermelon
102,144,33,15.23,45.98,3.58,49.57,watermelon
81,78,167,41.16,25.04,7.79,137.22,watermelon
27,107,158,34.59,82.01,7.8,65.48,watermelon
123,73,96,28.47,88.87,8.84,96.99,watermelon
19,94,80,38.4,84.74,8.91,258.83,watermelon
34,131,158,25.22,86.0,5.23,288.04,watermelon
118,141,146,22.22,66.39,4.85,219.67,watermelon
28,121,119,8.99,66.59,6.61,203.1,watermelon
94,124,33,13.4,38.79,3.93,253.66,watermelon
85,18,98,41.99,83.73,8.63,27.26,watermelon
105,128,98,37.86,84.61,3.86,183.07,watermelon
58,50,22,37.37,73.39,6.53,176.29,watermelon
7,12,102,41.12,30.65,9.64,155.41,watermelon
12,46,157,29.01,82.25,6.66,206.14,watermelon
82,55,173,18.25,73.34,7.0,139.93,watermelon
6,38,24,27.43,69.88,8.89,297.47,watermelon
53,66,64,9.66,35.17,7.65,106.96,watermelon
113,113,59,42.19,17.22,9.04,55.12,watermelon
133,115,73,28.74,98.93,7.93,120.87,watermelon
139,118,185,22.94,42.31,4.47,143.47,watermelon
17,86,129,42.82,76.36,3.69,211.55,watermelon
84,46,190,23.87,18.19,5.7,41.23,watermelon
122,12,181,31.92,97.91,7.3,117.29,watermelon
120,54,23,32.77,48.0,5.31,75.74,watermelon
71,47,97,22.37,98.82,8.91,57.55,watermelon
25,7,143,41.04,84.52,7.61,212.0,watermelon
117,134,134,23.67,25.3,5.33,237.14,watermelon
103,103,6,30.26,22.57,9.62,119.52,watermelon
115,116,30,9.21,94.67,6.2,127.8,watermelon
84,74,132,34.66,62.04,4.76,132.18,watermelon
23,101,59,38.89,64.31,3.7,212.7,watermelon
49,7,8,31.45,75.16,8.78,204.98,watermelon
9,34,191,27.96,34.3,8.74,219.25,watermelon
63,23,100,13.68,55.86,6.85,115.85,watermelon
106,20,173,19.0,35.17,7.97,55.19,watermelon
108,124,110,41.06,62.42,6.05,29.84,watermelon
27,96,45,31.7,17.92,4.8,220.22,watermelon
31,103,107,38.26,69.23,6.85,256.63,watermelon
81,65,80,38.35,39.78,5.6,244.57,watermelon
81,51,23,28.14,91.43,6.94,80.31,watermelon
133,125,34,13.8,30.99,8.23,115.49,watermelon
78,76,96,27.17,56.65,7.66,129.24,watermelon
5,31,58,34.72,45.07,9.53,212.17,watermelon
51,123,129,38.83,56.47,6.87,208.94,watermelon
128,88,180,27.07,28.3,5.28,236.54,watermelon
26,16,55,16.48,74.46,5.99,275.49,watermelon
93,133,126,43.32,22.16,5.83,65.87,watermelon
21,110,155,41.4,61.67,6.39,57.35,watermelon
116,98,168,43.56,53.09,3.82,144.46,watermelon
108,80,135,33.05,18.25,7.31,76.06,watermelon
26,108,29,31.01,25.62,5.31,74.63,watermelon
89,61,84,13.03,53.52,5.17,174.18,watermelon
2,45,184,34.57,23.89,4.8,33.61,watermelon
4,113,198,39.97,92.17,6.02,26.21,watermelon
36,112,192,38.02,58.35,9.56,72.89,watermelon
112,85,12,42.12,86.13,9.48,123.53,watermelon
89,84,37,13.84,38.91,6.83,209.79,watermelon
120,93,111,9.2,28.83,8.79,47.74,watermelon
4,23,162,15.27,14.33,7.52,32.66,watermelon
24,85,71,32.03,79.54,8.4,221.98,watermelon
12,83,110,19.79,37.16,3.64,70.72,watermelon
112,122,172,12.07,85.22,4.34,157.6,watermelon
69,103,176,23.56,59.82,8.99,170.58,watermelon
99,98,108,18.29,15.69,7.92,176.38,watermelon
112,41,144,38.02,46.15,6.68,101.77,watermelon
50,13,195,10.0,32.08,3.53,182.58,watermelon
67,144,12,9.51,65.96,7.05,250.85,watermelon
65,118,54,37.27,22.41,4.61,78.17,watermelon
44,45,102,13.13,17.74,5.11,275.99,watermelon
38,70,111,22.59,49.77,5.38,153.39,watermelon
99,122,157,29.98,52.68,6.02,31.25,watermelon
103,79,116,41.52,75.59,7.41,115.95,watermelon
137,42,74,43.4,93.9,5.13,239.07,watermelon
32,84,183,28.93,15.28,8.22,200.13,watermelon
10,69,78,21.74,35.77,7.21,63.98,watermelon
68,87,116,17.07,31.8,6.87,227.03,watermelon
46,43,86,12.0,57.85,9.89,233.48,watermelon
55,73,54,24.16,30.29,5.6,256.84,watermelon
35,125,89,10.22,33.23,9.03,79.79,watermelon
26,39,106,9.25,31.2,5.4,88.63,watermelon
69,113,70,42.0,15.97,8.25,167.19,watermelon
105,19,89,19.07,64.72,4.93,35.6,watermelon
15,44,180,23.33,31.88,7.92,223.16,watermelon
19,125,92,29.33,96.37,9.13,44.8,watermelon
64,61,188,37.4,26.77,4.89,206.28,watermelon
136,138,90,42.42,44.17,7.63,227.69,watermelon
0,100,42,15.81,73.71,7.19,81.58,watermelon
73,130,186,12.27,22.49,9.11,197.3,watermelon
6,95,169,30.43,61.82,8.5,184.46,watermelon
38,65,54,28.87,33.64,4.5,255.45,watermelon
123,129,149,30.55,62.54,8.78,203.8,watermelon
48,81,17,20.39,67.89,8.02,259.69,watermelon
131,107,9,10.54,25.22,9.19,197.07,watermelon
106,110,116,22.2,82.46,9.47,178.66,watermelon
80,39,121,20.66,54.4,4.67,25.25,watermelon
76,101,194,30.98,30.66,8.61,33.23,watermelon
64,64,164,24.03,52.47,5.75,239.91,muskmelon
81,25,5,9.78,30.86,9.26,100.26,muskmelon
106,63,188,17.48,71.9,8.65,65.53,muskmelon
121,119,54,21.98,72.5,5.72,184.83,muskmelon
30,117,22,10.6,14.69,5.39,105.3,muskmelon
54,94,114,40.89,48.39,5.67,85.43,muskmelon
139,55,110,23.0,66.43,5.91,237.02,muskmelon
7,107,28,13.99,64.2,4.31,53.24,muskmelon
21,31,169,32.36,85.36,4.51,248.3,muskmelon
104,70,155,37.63,66.07,9.71,236.51,muskmelon
69,128,184,35.2,76.07,8.2,171.4,muskmelon
123,54,129,28.82,97.89,8.6,279.74,muskmelon
63,83,81,29.19,55.25,9.87,136.7,muskmelon
78,47,20,13.02,30.4,9.01,159.12,muskmelon
38,73,157,26.69,86.11,4.71,274.15,muskmelon
10,112,126,24.35,85.46,7.51,284.4,muskmelon
30,129,155,39.83,90.51,8.47,57.55,muskmelon
117,34,82,12.5,61.48,5.31,108.6,muskmelon
136,68,41,26.3,80.28,8.06,166.16,muskmelon
93,38,201,25.65,98.71,5.94,170.71,muskmelon
36,9,145,26.45,36.83,4.22,290.44,muskmelon
112,44,97,19.68,51.13,9.06,165.46,muskmelon
45,142,143,26.2,25.11,8.0,62.73,muskmelon
12,13,127,31.26,69.3,5.17,41.92,muskmelon
137,20,125,24.87,37.63,5.49,252.92,muskmelon
44,12,98,17.11,67.53,9.14,227.14,muskmelon
125,47,65,24.46,45.14,6.24,204.13,muskmelon
130,83,109,31.14,30.32,5.79,75.23,muskmelon
37,81,184,28.51,98.2,9.55,241.26,muskmelon
67,87,108,36.15,91.14,6.5,101.27,muskmelon
90,72,30,13.51,67.33,5.19,231.67,muskmelon
3,17,186,10.36,65.18,5.58,143.7,muskmelon
76,102,19,24.49,53.58,6.07,286.41,muskmelon
104,73,163,42.86,65.34,5.03,294.93,muskmelon
0,6,78,10.34,45.25,6.15,91.27,muskmelon
67,30,75,14.2,27.35,4.76,278.99,muskmelon
13,63,140,22.61,76.12,4.32,212.41,muskmelon
98,100,21,24.16,42.11,5.7,232.1,muskmelon
96,11,174,41.45,46.23,7.69,256.76,muskmelon
79,117,62,13.5,46.56,7.8,130.45,muskmelon
95,110,69,27.72,38.02,6.4,50.1,muskmelon
69,15,110,41.85,61.41,6.36,214.85,muskmelon
52,43,198,21.88,33.43,8.54,92.78,muskmelon
106,130,171,24.29,94.98,4.22,127.94,muskmelon
5,91,104,19.78,61.39,5.39,284.44,muskmelon
137,122,30,31.4,71.41,3.73,225.42,muskmelon
31,25,147,40.49,61.01,9.44,138.96,muskmelon
78,104,50,29.48,68.37,4.56,179.09,muskmelon
98,38,19,39.45,48.48,4.75,98.38,muskmelon
14,10,145,40.41,87.84,4.44,258.18,muskmelon
112,144,50,42.84,49.56,7.06,196.12,muskmelon
85,115,122,27.14,50.36,9.18,182.87,muskmelon
116,19,94,13.74,69.26,6.36,92.29,muskmelon
20,119,117,42.2,46.27,6.88,262.84,muskmelon
73,138,81,43.32,89.39,7.16,285.37,muskmelon
21,61,117,18.28,17.83,6.32,60.25,muskmelon
88,17,183,19.51,55.74,6.88,234.86,muskmelon
67,76,163,16.19,45.67,4.99,182.43,muskmelon
21,52,54,40.2,40.9,5.29,155.56,muskmelon
32,58,51,24.5,82.58,6.16,60.96,muskmelon
24,43,197,36.12,37.46,8.86,22.41,muskmelon
8,107,23,29.07,59.67,9.62,81.52,muskmelon
3,125,158,13.37,15.96,5.73,59.1,muskmelon
30,83,53,33.86,72.08,5.76,50.08,muskmelon
23,84,7,37.39,83.61,9.49,24.52,muskmelon
99,85,19,10.3,96.38,9.0,253.74,muskmelon
80,80,146,39.68,16.14,6.29,254.68,muskmelon
139,134,140,28.6,82.61,9.9,107.51,muskmelon
114,29,101,40.97,72.95,5.13,170.47,muskmelon
81,129,80,39.32,72.23,5.34,171.65,muskmelon
96,29,194,28.88,91.29,7.88,105.53,muskmelon
73,48,37,29.24,34.85,7.67,274.99,muskmelon
107,112,20,26.34,72.13,7.61,46.45,muskmelon
138,120,24,15.14,82.86,4.99,109.56,muskmelon
19,142,190,9.24,94.84,5.07,201.68,muskmelon
127,102,52,29.79,60.67,5.59,138.83,muskmelon
8,16,45,43.35,43.35,5.44,167.47,muskmelon
50,72,73,42.45,16.13,8.09,110.76,muskmelon
17,27,43,30.08,38.5,6.03,184.41,muskmelon
66,115,55,40.89,47.35,9.53,145.61,muskmelon
137,54,149,40.42,70.57,5.55,80.86,muskmelon
47,63,119,17.5,94.22,5.86,105.38,muskmelon
16,18,29,10.38,39.67,8.79,128.21,muskmelon
128,60,103,19.28,32.24,8.49,162.02,muskmelon
5,21,41,43.21,70.64,4.79,134.68,muskmelon
57,24,79,20.61,49.76,9.26,242.07,muskmelon
99,92,79,15.85,81.89,8.13,235.09,muskmelon
25,131,145,18.43,30.24,4.83,165.06,muskmelon
24,12,36,36.96,76.77,7.01,234.56,muskmelon
68,85,159,22.26,50.87,8.76,46.27,muskmelon
59,51,29,11.85,86.76,7.94,242.99,muskmelon
25,91,167,40.73,84.0,8.23,169.69,muskmelon
45,107,10,12.64,32.53,3.56,280.6,muskmelon
66,79,45,41.73,98.66,5.1,230.73,muskmelon
82,102,187,39.85,51.03,4.44,160.83,muskmelon
3,91,189,9.42,22.62,7.83,211.41,muskmelon
88,66,171,26.01,33.94,9.05,185.11,muskmelon
62,145,189,20.38,47.64,9.11,184.71,muskmelon
9,44,11,13.89,27.61,7.27,93.51,muskmelon
137,19,30,32.52,79.19,8.29,197.51,muskmelon
102,74,40,37.09,71.03,4.49,84.69,apple
81,23,59,26.42,96.29,8.0,39.84,apple
105,48,188,29.74,93.71,7.31,273.58,apple
140,58,158,10.82,82.26,5.39,35.23,apple
76,44,7,34.79,52.94,8.94,23.58,apple
118,28,132,18.28,87.5,7.34,90.8,apple
123,123,118,17.1,64.01,6.3,41.58,apple
132,23,58,29.01,14.7,4.01,49.58,apple
0,22,140,33.86,28.02,5.43,52.18,apple
49,34,36,10.63,41.34,5.42,66.7,apple
120,106,33,11.23,96.81,3.98,229.77,apple
34,114,94,18.77,35.12,5.62,242.83,apple
36,101,110,11.0,61.26,8.83,82.57,apple
60,93,185,10.98,44.62,3.78,110.86,apple
68,48,152,29.34,91.4,4.46,50.01,apple
21,130,114,26.81,76.33,4.96,216.5,apple
123,84,34,33.58,46.97,3.59,149.23,apple
4,25,31,25.56,71.16,7.07,88.61,apple
5,62,81,38.15,77.56,3.71,254.51,apple
49,114,188,14.52,14.04,5.69,234.58,apple
23,110,37,28.91,19.48,6.11,20.5,apple
7,33,121,18.03,87.76,3.53,58.71,apple
33,132,145,14.5,56.83,4.64,71.08,apple
95,61,65,43.57,94.95,9.34,81.85,apple
85,12,12,13.56,40.49,5.04,124.63,apple
132,120,59,30.99,47.08,8.19,177.05,apple
111,44,199,26.8,47.42,9.07,175.55,apple
116,79,59,36.54,20.29,5.96,125.86,apple
51,37,23,15.46,75.78,3.72,273.74,apple
41,17,129,39.57,74.6,4.16,290.88,apple
45,37,163,17.71,26.6,3.55,54.23,apple
